,_id,country,date_of_birth,ep_id,full_name,height,hometown,position,scout_text,shoots,weight,youth_team
42,5dd2e21c7abba948d5f46427,Russia,"Feb 16, 1997",227461,Yegor Popov,184,Tyumen,RW/LW,,R,86,-
43,5dd2e21d7abba948d5f4642c,Canada,"Feb 25, 1990",19161,Riley McIntosh,195,Coquitlam,D,,L,88,-
44,5dd2e21f7abba948d5f46437,Canada,"Apr 25, 1985",67676,Travis Mealey,180,Brandon,D,,L,92,-
45,5dd2e2207abba948d5f46448,Canada,"Aug 24, 1998",239026,Owen Burnell,179,Caledonia,C,,L,80,-
46,5dd2e2217abba948d5f46453,Canada,"May 03, 1999",330965,Kade Landry,185,Wallace,D,,L,90,-
47,5dd2e2227abba948d5f4645e,Canada,"May 09, 1991",23814,Calvin de,185,Carp,D,,L,88,Ottawa Valley MHA
48,5dd2e259646d56e8589e3c5b,Czech,"Nov 25, 1988",11101,Radek Meidl,191,Prostejov,LW,,L,03,HC Olomouc
49,5dd2e259646d56e8589e3c5e,Canada,"Jan 07, 1988",40288,Nathan Snowie,183,Charlottetown,C,,L,86,-
50,5dd2e25b646d56e8589e3c66,Canada,"Mar 17, 1994",106101,Shawn Boudreau,188,Kentville,LW,,L,76,-
51,5dd2e25c646d56e8589e3c74,USA,"Feb 08, 1995",155239,Mitch Jones,180,Rochester,D,,L,90,-
52,5dd2e25d646d56e8589e3c81,Canada,"Aug 08, 1998",268659,Matt Brassard,188,Barrie,D,,R,89,-
53,5dd2e25e646d56e8589e3c8d,Canada,"May 05, 1988",23464,Benoît Gervais,188,,D,,L,91,-
54,5dd2e25f646d56e8589e3c9b,Sweden,"Aug 24, 1994",33935,Malte Strömwall,182,Luleå,RW,,R,86,Linköpings HC
55,5dd2e262646d56e8589e3ca0,Canada,"Jul 18, 1997",213821,Nicolas Meloche,190,LaSalle,D,,R,93,AHM Île-Perrot
56,5dd2e263646d56e8589e3cae,Canada,"Apr 05, 1991",45573,Jamie Wise,183,Stouffville,LW,,L,92,-
57,5dd2e264646d56e8589e3cbb,Canada,"Feb 02, 1996",120107,Miles Warkentine,180,Prince,RW/C,,R,86,-
58,5dd2e265646d56e8589e3cc6,Canada,"Aug 23, 1996",193114,Cavan Fitzgerald,185,Boston,D,,L,86,-
59,5dd2e266646d56e8589e3cd3,Canada,"Sep 10, 1988",13595,Carson McMillan,185,Brandon,RW/C,,R,89,-
60,5dd2e267646d56e8589e3ce7,Canada,"May 26, 1998",240108,Logan Stanley,200,Kitchener,D,,L,05,Waterloo MHA
61,5dd2e269646d56e8589e3cf2,Canada,"Aug 08, 1987",10431,Cody Franson,196,Sicamous,D,,R,02,Sicamous Eagles
62,5dd2e26a646d56e8589e3d09,Canada,"Aug 26, 1999",283690,Tyler Smith,178,Grand,D,,R,77,-
63,5dd2e26b646d56e8589e3d12,Canada,"Jul 18, 1996",119462,Ben Duperreault,175,Wilcox,C/LW,,L,79,-
64,5dd2e26c646d56e8589e3d22,Canada,"Oct 23, 1992",78324,Mike McNamee,183,Perth,C,,L,81,-
65,5dd2e26d646d56e8589e3d2e,USA,"Oct 01, 1992",37973,Charlie Dodero,188,Bloomingdale,D,,R,98,-
66,5dd2e26e646d56e8589e3d41,USA,"Jun 01, 1999",284005,Cole Coskey,183,Zion,RW,,R,86,-
67,5dd2e26f646d56e8589e3d4a,Canada,"Feb 24, 1994",158032,Brandon Belding,191,Ottawa,C,,L,95,-
68,5dd2e271646d56e8589e3d55,Canada,"Dec 15, 1997",213461,Maxime Fortier,178,Montréal,RW,,R,83,-
69,5dd2e273646d56e8589e3d63,USA,"Feb 12, 1999",300060,Brian King,183,Exeter,C,,R,82,-
70,5dd2e274646d56e8589e3d68,Canada,"May 13, 1991",24653,Taylor Beck,186,Niagara,RW/LW,,R,98,-
71,5dd2e275646d56e8589e3d7c,Canada,"Mar 30, 1988",9337,Ben Maxwell,185,North,C/LW,,L,83,North Shore Winter Club MHA
72,5dd2e276646d56e8589e3d90,Canada,"Feb 16, 1995",129112,Antoine Bouillon,178,Deux,RW,,R,77,-
73,5dd2e278646d56e8589e3d9a,Canada,"Jan 18, 1992",38026,Michael Claffey,180,Spruce,D/F,,L,88,-
74,5dd2e279646d56e8589e3da6,Canada,"Aug 09, 1996",197267,Kyle Tibbo,180,Conception,F,,L,81,-
75,5dd2e27a646d56e8589e3db1,Canada,"May 01, 1986",11749,Jordan Owens,183,Toronto,LW,,L,85,-
76,5dd2e27b646d56e8589e3dc2,Canada,"Jan 27, 1988",39749,Eddy Martin,175,LaSalle,RW,,L,84,-
77,5dd2e27c646d56e8589e3dcc,Canada,"Aug 24, 1996",189016,Trent Mallette,178,Levack,RW,,R,84,-
78,5dd2e27d646d56e8589e3dd7,Canada,"Feb 18, 1994",106154,Ross Johnston,195,Charlottetown,LW,,L,07,-
79,5dd2e27e646d56e8589e3dea,Czech,"Jan 13, 1986",122880,Tomas Fendek,187,,D,,R,72,SK Karvina
80,5dd2e27f646d56e8589e3ded,Canada,"Jul 20, 1989",15398,Ryan Stanton,188,Albert,D,,L,93,-
81,5dd2e280646d56e8589e3e05,USA,"Apr 17, 1993",40266,Seth Swenson,185,Denver,RW,,R,94,-
82,5dd2e282646d56e8589e3e14,Russia,"Mar 27, 2000",418542,Sergei Popov,180,Maple,LW,,L,80,-
83,5dd2e283646d56e8589e3e1d,USA,"Apr 14, 1992",88677,Dan Milan,191,Detroit,D,,L,86,-
84,5dd2e284646d56e8589e3e2e,Canada,"Dec 21, 1994",80447,Riley Sheen,179,Edmonton,LW/D,,L,70,-
85,5dd2e285646d56e8589e3e3f,Canada,"Jan 30, 1996",164249,Colton McCarthy,183,Salmon,C,,R,86,-
86,5dd2e286646d56e8589e3e4d,Canada,"Feb 10, 1991",26352,Kenton Miller,183,Redvers,C,,L,80,-
87,5dd2e289646d56e8589e3e62,Canada,"Dec 21, 2001",418351,Aidan Prueter,178,London,C,,L,77,-
88,5dd2e28a646d56e8589e3e69,Canada,"May 29, 1989",12556,Simon Lacroix,186,Orléans,D,,R,78,-
89,5dd2e28b646d56e8589e3e77,Canada,"Jan 12, 1985",67665,Dale Mahovsky,183,Fort,RW,,R,85,-
90,5dd2e28c646d56e8589e3e8a,Canada,"Jan 12, 2001",286608,Logan Barlage,195,Humboldt,C,,R,93,-
91,5dd2e28e646d56e8589e3e97,Germany,"Feb 06, 1990",15228,Toni Ritter,191,Muskau,LW,,L,89,ES Weißwasser
92,5dd2e28e646d56e8589e3e9c,Canada,"Apr 22, 1994",60726,Chandler Stephenson,180,Saskatoon,C/LW,,L,86,-
93,5dd2e28f646d56e8589e3eaf,Canada,"Jan 28, 1998",201245,Tanner Kaspick,185,Brandon,C,,L,93,Brandon MHA
94,5dd2e290646d56e8589e3ebd,Germany,"May 15, 1992",32758,Brooks Macek,180,Winnipeg,C/RW,,R,87,Assiniboine Park MHA
95,5dd2e291646d56e8589e3ec8,Canada,"Mar 26, 1987",67082,Garrett Sinfield,191,London,D,,L,95,-
96,5dd2e292646d56e8589e3ed4,Canada,"Apr 24, 2000",286578,Cole Fonstad,178,Estevan,C/LW,,L,77,Estevan MHA
97,5dd2e293646d56e8589e3ee0,Czech,"Jul 22, 1993",56044,Marek Kalus,188,Krmelin,LW/RW,,L,93,HC Havirov
98,5dd2e294646d56e8589e3ee5,Canada,"Apr 24, 1990",37089,Guillaume Langelier,183,Léry,LW,,R,95,-
99,5dd2e295646d56e8589e3ef0,Canada,"Nov 26, 2000",382867,Mathieu Samson,193,Rimouski,RW,,L,85,-
100,5dd2e297646d56e8589e3ef9,Canada,"Jan 21, 1991",31079,Brayden McNabb,193,Davidson,D,,L,94,Davidson MHA
101,5dd2e298646d56e8589e3f0d,Canada,"Feb 12, 1993",45108,Alexandre Chênevert,185,Montréal,D,,L,92,-
102,5dd2e299646d56e8589e3f17,Canada,"Jul 20, 2000",287497,Alex Kannok,183,Regina,D,,R,88,-
103,5dd2e29b646d56e8589e3f20,Canada,"Dec 21, 1992",37832,Jamie Oleksiak,201,Toronto,D,,L,16,Toronto Marlboros MHA
104,5dd2e29c646d56e8589e3f38,Canada,"Apr 16, 1997",195762,Dillon Boucher,183,Head,LW,,L,88,-
105,5dd2e29d646d56e8589e3f44,Canada,"Aug 25, 1986",95833,Alexandre Demers,172,Laurier,C,,L,85,-
106,5dd2e29e646d56e8589e3f52,Canada,"Jun 21, 1992",37597,Karl Marion,191,Blainville,RW/LW,,L,90,-
107,5dd2e29f646d56e8589e3f5b,USA,"Sep 25, 1996",226615,Chris Martenet,200,Indianapolis,D,,L,98,-
108,5dd2e2a1646d56e8589e3f67,Canada,"Aug 04, 1993",45120,Alexandre Roy,185,Anselme,LW,,L,87,-
109,5dd2e2a2646d56e8589e3f74,Canada,"Dec 20, 1988",69305,Hubert Poulin,183,Georges,RW,,R,98,-
110,5dd2e2a3646d56e8589e3f8a,Russia,"May 15, 1995",155382,Valentin Zykov,185,Petersburg,LW/RW,,R,02,-
111,5dd2e2a4646d56e8589e3f9a,Canada,"May 11, 1985",54190,Connor Cameron,184,Summerside,C,,L,77,-
112,5dd2e2a5646d56e8589e3fa4,Slovakia,"Feb 14, 1986",9244,Boris Valábik,201,Nitra,D,,L,05,HC Nitra
113,5dd2e2aa646d56e8589e3fb3,Finland,"Jun 08, 1998",175894,Markus Niemeläinen,197,Kuopio,D,,L,86,Kiekko-Ahma
114,5dd2e2ab646d56e8589e3fb6,Canada,"Mar 03, 1996",84245,Aaron Irving,185,Edmonton,D,,R,84,-
115,5dd2e2ac646d56e8589e3fc6,Canada,"Oct 12, 1998",354159,Simon Lafrance,175,Eustache,C,,L,75,-
116,5dd2e2ad646d56e8589e3fce,Canada,"Dec 06, 2001",438091,Anthony Tabak,194,Oakville,LW,,L,92,-
117,5dd2e2ae646d56e8589e3fd6,Canada,"Apr 27, 1994",76158,Brandon Devlin,188,Brampton,D,,R,95,-
118,5dd2e2af646d56e8589e3fe3,Canada,"Jun 08, 1993",76504,Tyson Fawcett,169,Barrie,C,,R,75,Toronto Young Nationals MHA
119,5dd2e2b1646d56e8589e3ff5,Canada,"Feb 18, 1998",245610,Taylor Raddysh,191,Toronto,RW,,R,98,Toronto Marlboros MHA
120,5dd2e2b2646d56e8589e3fff,Canada,"Apr 21, 1998",267781,Sean Allen,191,Puslinch,D,,L,91,-
121,5dd2e2b3646d56e8589e4009,Canada,"Aug 26, 1999",267630,Anthony Poulin,178,Prosper,C,,L,86,-
122,5dd2e2b4646d56e8589e4013,Canada,"Mar 12, 1992",45566,Mitchell Heard,185,Bowmanville,C,,L,91,-
123,5dd2e2b5646d56e8589e4024,Slovakia,"May 17, 1996",152763,Juraj Siska,191,Nitra,RW/C,,L,94,HK Nitra
124,5dd2e2b7646d56e8589e4027,Canada,"Jun 25, 2000",275863,Adam McCormick,180,Woodstock,D,,L,82,-
125,5dd2e2b7646d56e8589e402e,Canada,"Dec 22, 1998",301392,Xavier Pouliot,188,Isidore,D,,R,96,-
126,5dd2e2b9646d56e8589e4039,Sweden,"Apr 14, 1988",3693,Mikael Ahlén,185,Salem,RW,,R,92,IFK Salem
127,5dd2e2ba646d56e8589e403b,Canada,"Jan 07, 1994",92063,Nathan Cull,180,Thunder,LW,,R,82,-
128,5dd2e2bb646d56e8589e4047,Canada,"Dec 16, 1988",31556,Andrew Eastman,181,Aurora,D,,R,79,-
129,5dd2e2bc646d56e8589e4051,Canada,"Oct 08, 1985",129527,Riley Day,188,Brandon,D,,R,03,-
130,5dd2e2bd646d56e8589e405d,Canada,"Jun 02, 1996",189461,Ryan Verbeek,183,Kingston,C/LW,,L,95,-
131,5dd2e2bf646d56e8589e4068,Canada,"Sep 06, 1993",45506,Philip Tot,188,Calgary,LW,,L,91,-
132,5dd2e2bf646d56e8589e4071,Canada,"Sep 27, 1998",369524,Brandson Hein,188,Winnipeg,LW,,L,88,-
133,5dd2e2c1646d56e8589e4079,Italy,"Jun 05, 1989",18047,Marco Insam,188,Selva,LW/RW,,R,92,Milano
134,5dd2e2c2646d56e8589e407d,Canada,"Feb 13, 1998",254268,Brendan Harrogate,185,Chatham,C,,R,85,-
135,5dd2e2c3646d56e8589e4088,Canada,"Feb 20, 1989",32801,Shayne Brown,183,Stony,D,,L,91,-
136,5dd2e2c4646d56e8589e408d,Canada,"Oct 14, 1988",23118,Spencer Jezegou,181,Oshawa,RW,,R,93,-
137,5dd2e2c5646d56e8589e409b,Finland,"Feb 05, 1986",4131,Aki Seitsonen,188,Riihimäki,C,,R,87,Nikkarit
138,5dd2e2c7646d56e8589e40a8,Canada,"Jun 21, 1990",19045,Mathieu Brodeur,197,Eustache,D,,L,98,-
139,5dd2e2c8646d56e8589e40bf,Canada,"Dec 29, 1998",472663,Philippe Denis,180,Hyacinthe,LW,,L,80,-
140,5dd2e2c9646d56e8589e40c6,USA,"May 04, 1990",18596,Corey Fienhage,191,Apple,D,,R,98,-
141,5dd2e2ca646d56e8589e40da,Canada,"Sep 12, 1986",96328,Kyle Ross,180,Regina,C,,L,84,-
142,5dd2e2cb646d56e8589e40eb,Canada,"Apr 29, 2000",299579,Tyler Popowich,193,Surrey,C,,L,91,-
143,5dd2e2cc646d56e8589e40f3,Canada,"Jan 18, 1988",15629,Matt Eagles,175,Québec,C,,R,79,-
144,5dd2e2cd646d56e8589e40fc,Canada,"Apr 29, 1994",91684,Peter De,193,Nobelton,LW,,L,90,-
145,5dd2e2cf646d56e8589e410e,Canada,"Feb 14, 1986",64899,Jared Cipparone,183,Tecumseh,C,,L,93,-
146,5dd2e2d0646d56e8589e4119,Canada,"Nov 21, 1993",76776,Eric Locke,178,Toronto,C,,L,85,-
147,5dd2e2d1646d56e8589e4128,Canada,"Jan 26, 1987",11264,Phil Oreskovic,191,North,D,,R,11,-
148,5dd2e2d3646d56e8589e413c,Czech,"Jul 12, 1991",34799,Adam Polasek,190,Ostrava,D,,L,94,HC Vitkovice
149,5dd2e2d4646d56e8589e4144,Canada,"Jul 06, 1990",11603,Kruise Reddick,173,Manor,C/RW,,L,82,-
150,5dd2e2d5646d56e8589e4151,Canada,"Aug 31, 1991",33558,Jake Trask,182,Saskatoon,C,,R,79,-
151,5dd2e2da646d56e8589e416a,Canada,"Feb 24, 1993",45282,Phillip Danault,185,Victoriaville,C,,L,88,AHM Victoriaville
152,5dd2e2db646d56e8589e417e,Russia,"Feb 24, 1997",265118,Ivan Kashtanov,178,Barnaul,LW,,R,93,Altay Barnaul
153,5dd2e2dc646d56e8589e4180,Canada,"Jan 29, 1986",11308,Max Gordichuk,197,Kelowna,D,,R,98,-
154,5dd2e2dd646d56e8589e418d,Canada,"Jun 24, 1994",101099,Carson Samoridny,191,Albert,RW,,R,88,-
155,5dd2e2de646d56e8589e4199,Canada,"Jan 25, 1993",45549,Justin Thomas,183,London,LW,,L,90,-
156,5dd2e2df646d56e8589e41a5,Canada,"Feb 14, 1994",92682,Joel Wigle,188,Brantford,RW,,R,91,-
157,5dd2e2e0646d56e8589e41af,Norway,"Aug 29, 1992",27945,Sondre Olden,194,Oslo,LW/RW,,L,83,Manglerud Star
158,5dd2e2e1646d56e8589e41b1,Canada,"Jan 13, 2000",384290,Nathaniel Doyon,185,Georges,RW,,R,84,-
159,5dd2e2e2646d56e8589e41b9,Canada,"Jan 22, 1999",284913,Jason Imbeault,185,Sainte,RW,,R,86,-
160,5dd2e2e3646d56e8589e41c3,Switzerland,"Mar 29, 1993",85322,Christian Marti,191,Bülach,D,,L,97,EHC Bülach
161,5dd2e2e4646d56e8589e41c7,Canada,"Apr 24, 1987",9189,Kris Letang,183,Montréal,D,,R,91,Laval MHA
162,5dd2e2e5646d56e8589e41dd,USA,"Feb 16, 1992",33650,Austin Levi,191,Columbus,D,,L,84,-
163,5dd2e2e6646d56e8589e41ee,Canada,"Mar 03, 2000",335688,Cédric Desruisseaux,173,Warwick,C/LW,,L,73,-
164,5dd2e2e7646d56e8589e41f6,Canada,"Apr 04, 1987",11645,Jeff May,188,Richmond,D,,L,91,-
165,5dd2e2e8646d56e8589e4209,Canada,"Nov 06, 1987",97506,Francis Marchand,177,Victoriaville,C,,L,83,-
166,5dd2e2e9646d56e8589e4215,USA,"Jun 05, 1997",283908,Kevin Klima,178,Tampa,LW/C,,L,77,-
167,5dd2e2ea646d56e8589e421f,Canada,"Jul 01, 1995",128499,Tristan Tremblay,185,Berthierville,RW,,R,73,-
168,5dd2e2eb646d56e8589e422a,Canada,"May 11, 2001",407565,Connor Horning,191,Kelowna,D,,R,90,-
169,5dd2e2ec646d56e8589e4233,Canada,"Jun 26, 1993",101421,Jordan McInnis,180,Souris,RW,,-,77,-
170,5dd2e2ee646d56e8589e423c,Canada,"Nov 19, 1998",200710,Cale Fleury,185,Calgary,D,,R,92,-
171,5dd2e2f0646d56e8589e4247,Germany,"Feb 13, 1988",13940,Maximilian Brandl,182,Landshut,C,,L,85,EV Landshut
172,5dd2e2f0646d56e8589e424a,Canada,"Mar 25, 1995",117022,Stephen Harper,188,Hamilton,LW/C/D,,L,95,-
173,5dd2e2f2646d56e8589e4257,Canada,"Jan 14, 1999",275605,Tommy Cardinal,177,Étienne,RW,,R,91,-
174,5dd2e2f3646d56e8589e4260,Canada,"Sep 29, 1986",4229,Benoît Pouliot,190,Alfred,LW,,L,91,Eastern Ontario Cobras
175,5dd2e2f5646d56e8589e427a,Canada,"Apr 17, 1989",37290,Maxime Robichaud,187,Georges,D,,R,88,-
176,5dd2e2f6646d56e8589e428a,Czech,"Feb 06, 1990",124654,Roman Maliník,180,Ostrava,F,,R,93,HC Vitkovice
177,5dd2e2f7646d56e8589e428d,Sweden,"Mar 26, 1999",264220,Hugo Leufvenius,190,Stockholm,C/LW,,L,02,Ekerö IK
178,5dd2e2f9646d56e8589e4290,Canada,"Oct 31, 1998",268666,Lucas Chiodo,168,Churchill,LW,,L,78,-
179,5dd2e2fa646d56e8589e429a,Canada,"Oct 12, 1986",11321,Adam McQuaid,193,Charlottetown,D,,R,96,-
180,5dd2e2fb646d56e8589e42ae,Canada,"May 15, 1987",11700,Nick Holden,193,Albert,D,,L,97,-
181,5dd2e2fc646d56e8589e42c6,Canada,"Mar 17, 1988",9343,Hugo Carpentier,187,Hull,C,,L,91,AHM Intrépide
182,5dd2e2fd646d56e8589e42dc,Canada,"May 09, 1990",19065,Alexandre Néron,186,Malbaie,D,,R,80,-
183,5dd2e2ff646d56e8589e42ed,Canada,"Feb 13, 1996",120203,Kolten Olynek,173,Saskatoon,C/RW,,L,75,-
184,5dd2e300646d56e8589e42fd,USA,"Jun 12, 1992",45907,Nick Czinder,196,West,RW,,R,09,-
185,5dd2e302646d56e8589e4308,Canada,"Aug 05, 1986",61866,Ryan Seymour,182,Fredericton,C,,L,82,-
186,5dd2e303646d56e8589e4311,Canada,"Apr 24, 1991",77589,Jamie MacIntyre,183,Charlottetown,C,,L,86,-
187,5dd2e304646d56e8589e4318,Canada,"Apr 24, 1995",219085,Philippe Bureau,175,Candiac,D,,L,77,-
188,5dd2e305646d56e8589e4320,Canada,"Mar 18, 1998",161899,Ralph Jarratt,188,Fort,D,,L,02,-
189,5dd2e306646d56e8589e432f,Canada,"Nov 06, 1987",63581,Mathew Ménard,185,Granby,D,,L,93,-
190,5dd2e308646d56e8589e4342,Slovakia,"Jul 04, 1989",9293,Adam Bezak,179,Bratislava,RW,,L,86,HC Slovan Bratislava
191,5dd2e309646d56e8589e4345,Canada,"Jul 31, 1992",45512,Ryan Johansen,191,Vancouver,C,,R,99,Vancouver Thunderbirds MHA
192,5dd2e30b646d56e8589e4356,Canada,"May 03, 1999",319974,Jérémy Côté,178,Felix,LW,,L,84,-
193,5dd2e30c646d56e8589e4363,Canada,"Feb 02, 1988",139128,Kevin Boutilier,180,Calgary,D,,L,83,-
194,5dd2e30f646d56e8589e436a,Canada,"Apr 18, 1995",127499,Marc Beckstead,185,Morrisburg,LW,,L,91,-
195,5dd2e310646d56e8589e4379,Latvia,"Feb 14, 1988",7261,Andris Dzerins,186,Jekabpils,C,,L,87,HK Riga
196,5dd2e311646d56e8589e437c,Canada,"Jun 29, 1988",15619,Tomy Joly,178,,LW,,L,80,-
197,5dd2e312646d56e8589e4384,Canada,"Nov 09, 1992",37559,Gabriel Desjardins,183,Montréal,LW,,L,93,AHM Jeunes Sportifs Hochelaga
198,5dd2e313646d56e8589e4393,Canada,"Jun 15, 1993",45624,Mitch Elliot,198,Prince,LW,,L,07,-
199,5dd2e314646d56e8589e439f,Canada,"Mar 21, 1997",199682,Tate Olson,188,Saskatoon,D,,L,86,-
200,5dd2e315646d56e8589e43ad,USA,"Jun 16, 1998",387359,Bobby Lynch,189,Grand,RW,,R,78,-
201,5dd2e315646d56e8589e43b4,Canada,"Feb 10, 1991",37143,Josh Caron,193,Campbell,D/W,,R,99,-
202,5dd2e317646d56e8589e43c1,Canada,"Jul 02, 1992",49430,Jesse Mychan,188,Saskatoon,LW,,L,92,-
203,5dd2e318646d56e8589e43d2,Canada,"Jun 28, 1988",37696,Kody Musselman,188,Whitby,W/C/D,,R,90,-
204,5dd2e319646d56e8589e43dc,USA,"Sep 30, 1988",149666,Libor Gazdik,183,Concord,C,,L,84,-
205,5dd2e31a646d56e8589e43df,Canada,"Jan 06, 1996",169086,Zach Bratina,185,Lindsay,LW,,L,84,-
206,5dd2e31b646d56e8589e43e9,Canada,"Sep 13, 1990",18886,Craig Cunningham,178,Trail,W/C,,R,83,-
207,5dd2e31d646d56e8589e43fc,Canada,"May 13, 1990",37090,Mike Villeneuve,178,Beauport,C,,L,76,-
208,5dd2e31e646d56e8589e4402,Finland,"Mar 30, 1989",38431,Joonas Salmi,185,Kemi,D,,R,88,Kärpät
209,5dd2e31f646d56e8589e4404,Canada,"Apr 30, 1994",82643,Luke Mercer,183,Toronto,D,,L,82,-
210,5dd2e320646d56e8589e440d,Canada,"Sep 25, 2001",351805,Connor Zary,183,Saskatoon,C,,L,79,Saskatoon MHA
211,5dd2e322646d56e8589e4415,Canada,"Apr 13, 1998",252481,Samuel L,190,Rimouski,C,,R,87,-
212,5dd2e323646d56e8589e4421,Canada,"Oct 11, 1988",12543,Justin Falk,196,Snowflake,D,,L,01,-
